user_id,start_timestamp,start_date,start_hour,start_day_of_week,city,state,device,age,age_group,income,income_bracket,acquisition_source,completed,dropped_at_step,dropped_at_step_number,step_label,total_time_seconds
USR003129,2026-03-14T23:30:42,2026-03-14,23,Saturday,Ahmedabad,Gujarat,mobile_android,25,25-29,43334,Middle,email,0,step_1_mobile_entry,1,Mobile Entry,427
USR003130,2026-02-14T08:08:50,2026-02-14,8,Saturday,Bengaluru,Karnataka,mobile_ios,45,45+,69192,Upper-Middle,referral,1,completed,9,Completed,1146
USR003131,2026-01-09T20:14:27,2026-01-09,20,Friday,Chennai,Tamil Nadu,mobile_ios,51,45+,32616,Middle,email,1,completed,9,Completed,1796
USR003132,2026-01-20T02:31:42,2026-01-20,2,Tuesday,Mumbai,Maharashtra,desktop,25,25-29,53241,Upper-Middle,social_media,1,completed,9,Completed,179
USR003133,2026-05-22T23:47:22,2026-05-22,23,Friday,Chennai,Tamil Nadu,mobile_android,35,35-39,42877,Middle,referral,1,completed,9,Completed,732
USR003134,2026-04-19T03:42:13,2026-04-19,3,Sunday,Delhi,Delhi,mobile_android,41,40-44,78658,Upper-Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,686
USR003135,2026-04-13T01:43:38,2026-04-13,1,Monday,Hyderabad,Telangana,desktop,32,30-34,51825,Upper-Middle,organic_search,0,step_6_income_details,6,Income Details,392
USR003136,2026-06-17T10:43:04,2026-06-17,10,Wednesday,Bengaluru,Karnataka,mobile_ios,30,30-34,61837,Upper-Middle,organic_search,1,completed,9,Completed,1435
USR003137,2026-05-19T08:17:16,2026-05-19,8,Tuesday,Delhi,Delhi,mobile_ios,25,25-29,51244,Upper-Middle,paid_ads,1,completed,9,Completed,202
USR003138,2026-03-26T09:56:57,2026-03-26,9,Thursday,Mumbai,Maharashtra,mobile_android,31,30-34,79065,Upper-Middle,organic_search,1,completed,9,Completed,460
USR003139,2026-05-08T08:57:40,2026-05-08,8,Friday,Bengaluru,Karnataka,mobile_android,21,21-24,58015,Upper-Middle,paid_ads,1,completed,9,Completed,1697
USR003140,2026-04-23T17:39:09,2026-04-23,17,Thursday,Bengaluru,Karnataka,mobile_android,32,30-34,58994,Upper-Middle,paid_ads,1,completed,9,Completed,563
USR003141,2026-04-11T07:32:22,2026-04-11,7,Saturday,Mumbai,Maharashtra,mobile_ios,36,35-39,78847,Upper-Middle,social_media,0,step_6_income_details,6,Income Details,702
USR003142,2026-04-25T10:33:57,2026-04-25,10,Saturday,Bengaluru,Karnataka,mobile_android,39,35-39,106285,High,paid_ads,1,completed,9,Completed,61
USR003143,2026-01-04T20:49:50,2026-01-04,20,Sunday,Kolkata,West Bengal,mobile_android,36,35-39,43555,Middle,paid_ads,0,step_8_final_submit,8,Final Submit,838
USR003144,2026-04-03T02:15:29,2026-04-03,2,Friday,Delhi,Delhi,mobile_android,21,21-24,54683,Upper-Middle,referral,1,completed,9,Completed,1143
USR003145,2026-02-02T19:10:32,2026-02-02,19,Monday,Bengaluru,Karnataka,mobile_android,51,45+,111610,High,social_media,0,step_4_pan_upload,4,PAN Upload,607
USR003146,2026-02-07T08:22:26,2026-02-07,8,Saturday,Bengaluru,Karnataka,mobile_android,42,40-44,76648,Upper-Middle,organic_search,0,step_3_personal_details,3,Personal Details,608
USR003147,2026-05-05T04:46:33,2026-05-05,4,Tuesday,Delhi,Delhi,mobile_android,30,30-34,34227,Middle,organic_search,0,step_7_loan_preferences,7,Loan Preferences,1591
USR003148,2026-03-06T09:49:40,2026-03-06,9,Friday,Ahmedabad,Gujarat,mobile_android,38,35-39,53009,Upper-Middle,paid_ads,1,completed,9,Completed,1456
USR003149,2026-01-28T20:39:32,2026-01-28,20,Wednesday,Mumbai,Maharashtra,mobile_android,28,25-29,49795,Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,585
USR003150,2026-02-25T02:49:45,2026-02-25,2,Wednesday,Bengaluru,Karnataka,mobile_ios,36,35-39,113614,High,organic_search,0,step_4_pan_upload,4,PAN Upload,435
USR003151,2026-03-11T22:25:59,2026-03-11,22,Wednesday,Mumbai,Maharashtra,tablet,29,25-29,50105,Upper-Middle,social_media,0,step_5_aadhaar_verify,5,Aadhaar Verify,796
USR003152,2026-05-09T09:53:06,2026-05-09,9,Saturday,Chennai,Tamil Nadu,mobile_android,28,25-29,64818,Upper-Middle,referral,1,completed,9,Completed,1265
USR003153,2026-06-06T05:00:33,2026-06-06,5,Saturday,Chennai,Tamil Nadu,mobile_android,21,21-24,52151,Upper-Middle,organic_search,0,step_1_mobile_entry,1,Mobile Entry,388
USR003154,2026-06-09T18:11:25,2026-06-09,18,Tuesday,Ahmedabad,Gujarat,mobile_android,27,25-29,22189,Low,email,1,completed,9,Completed,819
USR003155,2026-06-23T05:19:22,2026-06-23,5,Tuesday,Chennai,Tamil Nadu,mobile_ios,36,35-39,68774,Upper-Middle,paid_ads,1,completed,9,Completed,1738
USR003156,2026-02-04T13:57:13,2026-02-04,13,Wednesday,Chennai,Tamil Nadu,desktop,39,35-39,38326,Middle,organic_search,1,completed,9,Completed,445
USR003157,2026-06-21T18:17:56,2026-06-21,18,Sunday,Bengaluru,Karnataka,tablet,23,21-24,83330,High,social_media,1,completed,9,Completed,1172
USR003158,2026-01-09T19:51:20,2026-01-09,19,Friday,Ahmedabad,Gujarat,mobile_ios,29,25-29,33207,Middle,paid_ads,1,completed,9,Completed,619
USR003159,2026-01-13T05:39:46,2026-01-13,5,Tuesday,Ahmedabad,Gujarat,mobile_android,33,30-34,46275,Middle,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,1028
USR003160,2026-04-05T03:44:42,2026-04-05,3,Sunday,Pune,Maharashtra,desktop,33,30-34,46168,Middle,organic_search,1,completed,9,Completed,994
USR003161,2026-05-25T09:58:45,2026-05-25,9,Monday,Kolkata,West Bengal,mobile_ios,42,40-44,42121,Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,343
USR003162,2026-02-02T08:39:03,2026-02-02,8,Monday,Mumbai,Maharashtra,tablet,21,21-24,69752,Upper-Middle,organic_search,0,step_2_otp_verification,2,OTP Verification,632
USR003163,2026-03-31T05:36:53,2026-03-31,5,Tuesday,Delhi,Delhi,mobile_android,43,40-44,73174,Upper-Middle,social_media,0,step_5_aadhaar_verify,5,Aadhaar Verify,82
USR003164,2026-06-20T05:10:02,2026-06-20,5,Saturday,Chennai,Tamil Nadu,mobile_android,40,40-44,52760,Upper-Middle,organic_search,0,step_3_personal_details,3,Personal Details,341
USR003165,2026-02-11T04:40:28,2026-02-11,4,Wednesday,Bengaluru,Karnataka,mobile_ios,35,35-39,85861,High,social_media,1,completed,9,Completed,1529
USR003166,2026-01-17T06:43:39,2026-01-17,6,Saturday,Pune,Maharashtra,mobile_android,21,21-24,54346,Upper-Middle,paid_ads,1,completed,9,Completed,408
USR003167,2026-01-13T09:12:32,2026-01-13,9,Tuesday,Kolkata,West Bengal,mobile_android,38,35-39,49883,Middle,organic_search,0,step_6_income_details,6,Income Details,921
USR003168,2026-02-25T02:57:46,2026-02-25,2,Wednesday,Delhi,Delhi,mobile_ios,25,25-29,34462,Middle,social_media,1,completed,9,Completed,777
USR003169,2026-06-21T06:48:04,2026-06-21,6,Sunday,Hyderabad,Telangana,mobile_android,21,21-24,29518,Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,1154
USR003170,2026-04-05T18:48:29,2026-04-05,18,Sunday,Chennai,Tamil Nadu,mobile_android,21,21-24,54398,Upper-Middle,referral,1,completed,9,Completed,800
USR003171,2026-06-09T22:28:29,2026-06-09,22,Tuesday,Hyderabad,Telangana,desktop,26,25-29,62469,Upper-Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,1758
USR003172,2026-01-01T10:13:38,2026-01-01,10,Thursday,Chennai,Tamil Nadu,mobile_ios,33,30-34,36978,Middle,organic_search,0,step_5_aadhaar_verify,5,Aadhaar Verify,1625
USR003173,2026-01-08T02:16:20,2026-01-08,2,Thursday,Bengaluru,Karnataka,mobile_android,22,21-24,72075,Upper-Middle,social_media,0,step_7_loan_preferences,7,Loan Preferences,1090
USR003174,2026-01-06T18:55:38,2026-01-06,18,Tuesday,Mumbai,Maharashtra,mobile_ios,26,25-29,66775,Upper-Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,1307
USR003175,2026-06-20T22:00:56,2026-06-20,22,Saturday,Kolkata,West Bengal,mobile_android,35,35-39,53334,Upper-Middle,organic_search,0,step_3_personal_details,3,Personal Details,1568
USR003176,2026-02-21T23:56:16,2026-02-21,23,Saturday,Ahmedabad,Gujarat,mobile_android,24,21-24,63039,Upper-Middle,paid_ads,1,completed,9,Completed,847
USR003177,2026-06-16T16:19:14,2026-06-16,16,Tuesday,Hyderabad,Telangana,tablet,21,21-24,66556,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,1397
USR003178,2026-03-31T17:09:59,2026-03-31,17,Tuesday,Ahmedabad,Gujarat,mobile_android,24,21-24,24973,Low,paid_ads,0,step_2_otp_verification,2,OTP Verification,1053
USR003179,2026-03-06T04:09:43,2026-03-06,4,Friday,Bengaluru,Karnataka,mobile_android,23,21-24,38381,Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,1414
USR003180,2026-03-10T20:43:00,2026-03-10,20,Tuesday,Bengaluru,Karnataka,desktop,23,21-24,83912,High,referral,0,step_3_personal_details,3,Personal Details,1133
USR003181,2026-04-13T15:26:56,2026-04-13,15,Monday,Bengaluru,Karnataka,desktop,31,30-34,99425,High,paid_ads,1,completed,9,Completed,118
USR003182,2026-02-14T15:08:21,2026-02-14,15,Saturday,Mumbai,Maharashtra,mobile_ios,27,25-29,43212,Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,264
USR003183,2026-03-13T07:30:27,2026-03-13,7,Friday,Bengaluru,Karnataka,mobile_android,44,40-44,62483,Upper-Middle,email,1,completed,9,Completed,1201
USR003184,2026-02-11T23:54:30,2026-02-11,23,Wednesday,Delhi,Delhi,mobile_android,31,30-34,35999,Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,972
USR003185,2026-03-16T09:06:36,2026-03-16,9,Monday,Bengaluru,Karnataka,desktop,28,25-29,55596,Upper-Middle,organic_search,1,completed,9,Completed,290
USR003186,2026-05-03T04:15:47,2026-05-03,4,Sunday,Ahmedabad,Gujarat,desktop,40,40-44,44178,Middle,paid_ads,0,step_6_income_details,6,Income Details,1573
USR003187,2026-04-30T13:15:11,2026-04-30,13,Thursday,Pune,Maharashtra,mobile_android,21,21-24,75905,Upper-Middle,organic_search,1,completed,9,Completed,1392
USR003188,2026-03-18T08:17:45,2026-03-18,8,Wednesday,Hyderabad,Telangana,tablet,29,25-29,56224,Upper-Middle,referral,0,step_4_pan_upload,4,PAN Upload,402
USR003189,2026-06-15T00:11:10,2026-06-15,0,Monday,Delhi,Delhi,mobile_android,29,25-29,60516,Upper-Middle,organic_search,0,step_5_aadhaar_verify,5,Aadhaar Verify,1585
USR003190,2026-01-05T19:29:49,2026-01-05,19,Monday,Delhi,Delhi,mobile_android,23,21-24,34627,Middle,referral,0,step_3_personal_details,3,Personal Details,257
USR003191,2026-05-09T19:34:00,2026-05-09,19,Saturday,Chennai,Tamil Nadu,mobile_android,21,21-24,49785,Middle,organic_search,1,completed,9,Completed,704
USR003192,2026-05-04T02:22:32,2026-05-04,2,Monday,Delhi,Delhi,desktop,32,30-34,58649,Upper-Middle,organic_search,1,completed,9,Completed,985
USR003193,2026-06-10T03:41:38,2026-06-10,3,Wednesday,Kolkata,West Bengal,mobile_android,47,45+,30865,Middle,organic_search,0,step_1_mobile_entry,1,Mobile Entry,555
USR003194,2026-06-15T17:11:32,2026-06-15,17,Monday,Mumbai,Maharashtra,mobile_android,21,21-24,67524,Upper-Middle,email,1,completed,9,Completed,331
USR003195,2026-02-05T09:59:48,2026-02-05,9,Thursday,Hyderabad,Telangana,mobile_ios,28,25-29,64701,Upper-Middle,paid_ads,1,completed,9,Completed,1348
USR003196,2026-04-21T04:17:16,2026-04-21,4,Tuesday,Mumbai,Maharashtra,mobile_android,29,25-29,72150,Upper-Middle,paid_ads,1,completed,9,Completed,1782
USR003197,2026-01-11T01:08:13,2026-01-11,1,Sunday,Bengaluru,Karnataka,desktop,39,35-39,84092,High,paid_ads,1,completed,9,Completed,1584
USR003198,2026-02-14T06:06:30,2026-02-14,6,Saturday,Hyderabad,Telangana,desktop,35,35-39,52199,Upper-Middle,referral,0,step_3_personal_details,3,Personal Details,657
USR003199,2026-02-05T00:48:04,2026-02-05,0,Thursday,Delhi,Delhi,mobile_android,36,35-39,31612,Middle,referral,1,completed,9,Completed,762
USR003200,2026-05-08T09:55:54,2026-05-08,9,Friday,Bengaluru,Karnataka,mobile_android,30,30-34,86376,High,paid_ads,1,completed,9,Completed,814
USR003201,2026-04-03T14:15:50,2026-04-03,14,Friday,Delhi,Delhi,tablet,25,25-29,51460,Upper-Middle,paid_ads,1,completed,9,Completed,896
USR003202,2026-06-09T10:48:29,2026-06-09,10,Tuesday,Bengaluru,Karnataka,desktop,58,45+,48161,Middle,organic_search,1,completed,9,Completed,977
USR003203,2026-05-13T11:51:00,2026-05-13,11,Wednesday,Bengaluru,Karnataka,desktop,21,21-24,49251,Middle,paid_ads,0,step_6_income_details,6,Income Details,657
USR003204,2026-04-08T16:00:10,2026-04-08,16,Wednesday,Ahmedabad,Gujarat,mobile_android,39,35-39,64112,Upper-Middle,referral,0,step_6_income_details,6,Income Details,609
USR003205,2026-01-21T11:14:20,2026-01-21,11,Wednesday,Hyderabad,Telangana,mobile_android,35,35-39,52989,Upper-Middle,organic_search,0,step_2_otp_verification,2,OTP Verification,788
USR003206,2026-04-03T23:42:29,2026-04-03,23,Friday,Pune,Maharashtra,mobile_android,27,25-29,57975,Upper-Middle,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,883
USR003207,2026-05-25T13:41:06,2026-05-25,13,Monday,Hyderabad,Telangana,mobile_android,31,30-34,90771,High,referral,1,completed,9,Completed,1488
USR003208,2026-01-18T10:32:14,2026-01-18,10,Sunday,Bengaluru,Karnataka,desktop,35,35-39,91787,High,organic_search,0,step_4_pan_upload,4,PAN Upload,298
USR003209,2026-03-26T00:52:18,2026-03-26,0,Thursday,Kolkata,West Bengal,mobile_ios,35,35-39,54125,Upper-Middle,referral,1,completed,9,Completed,801
USR003210,2026-04-23T12:04:14,2026-04-23,12,Thursday,Mumbai,Maharashtra,mobile_android,29,25-29,73452,Upper-Middle,email,0,step_3_personal_details,3,Personal Details,1024
USR003211,2026-02-14T08:52:10,2026-02-14,8,Saturday,Pune,Maharashtra,mobile_android,26,25-29,41835,Middle,social_media,0,step_1_mobile_entry,1,Mobile Entry,1416
USR003212,2026-06-08T15:09:04,2026-06-08,15,Monday,Pune,Maharashtra,mobile_android,27,25-29,53669,Upper-Middle,paid_ads,0,step_3_personal_details,3,Personal Details,1159
USR003213,2026-05-12T07:12:38,2026-05-12,7,Tuesday,Chennai,Tamil Nadu,mobile_android,38,35-39,51189,Upper-Middle,social_media,0,step_5_aadhaar_verify,5,Aadhaar Verify,1039
USR003214,2026-02-09T16:17:38,2026-02-09,16,Monday,Kolkata,West Bengal,mobile_android,39,35-39,41208,Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,731
USR003215,2026-06-12T08:30:27,2026-06-12,8,Friday,Pune,Maharashtra,mobile_android,39,35-39,27317,Middle,email,0,step_8_final_submit,8,Final Submit,1675
USR003216,2026-04-17T23:13:51,2026-04-17,23,Friday,Kolkata,West Bengal,mobile_ios,28,25-29,32981,Middle,paid_ads,0,step_6_income_details,6,Income Details,1570
USR003217,2026-01-19T08:59:31,2026-01-19,8,Monday,Delhi,Delhi,mobile_android,46,45+,67674,Upper-Middle,referral,1,completed,9,Completed,318
USR003218,2026-02-01T17:11:04,2026-02-01,17,Sunday,Mumbai,Maharashtra,tablet,28,25-29,64148,Upper-Middle,paid_ads,1,completed,9,Completed,1062
USR003219,2026-03-24T02:34:23,2026-03-24,2,Tuesday,Mumbai,Maharashtra,mobile_ios,38,35-39,56800,Upper-Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,1663
USR003220,2026-05-01T21:43:15,2026-05-01,21,Friday,Pune,Maharashtra,mobile_ios,48,45+,60168,Upper-Middle,organic_search,1,completed,9,Completed,642
USR003221,2026-01-06T03:44:49,2026-01-06,3,Tuesday,Delhi,Delhi,mobile_android,29,25-29,28408,Middle,email,0,step_2_otp_verification,2,OTP Verification,499
USR003222,2026-05-27T06:57:21,2026-05-27,6,Wednesday,Pune,Maharashtra,desktop,39,35-39,59046,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,1272
USR003223,2026-05-23T19:44:13,2026-05-23,19,Saturday,Bengaluru,Karnataka,mobile_android,30,30-34,86445,High,paid_ads,0,step_6_income_details,6,Income Details,718
USR003224,2026-05-21T16:45:46,2026-05-21,16,Thursday,Ahmedabad,Gujarat,mobile_android,40,40-44,72470,Upper-Middle,paid_ads,1,completed,9,Completed,66
USR003225,2026-02-25T18:35:25,2026-02-25,18,Wednesday,Delhi,Delhi,mobile_android,31,30-34,71102,Upper-Middle,paid_ads,1,completed,9,Completed,199
USR003226,2026-05-23T03:42:44,2026-05-23,3,Saturday,Kolkata,West Bengal,mobile_android,40,40-44,47581,Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,1735
USR003227,2026-05-09T08:43:57,2026-05-09,8,Saturday,Delhi,Delhi,mobile_ios,35,35-39,49759,Middle,referral,1,completed,9,Completed,1165
USR003228,2026-04-16T00:36:22,2026-04-16,0,Thursday,Bengaluru,Karnataka,mobile_android,33,30-34,65728,Upper-Middle,paid_ads,1,completed,9,Completed,540
USR003229,2026-01-15T14:06:56,2026-01-15,14,Thursday,Mumbai,Maharashtra,mobile_ios,42,40-44,85278,High,referral,1,completed,9,Completed,507
USR003230,2026-01-15T07:03:23,2026-01-15,7,Thursday,Bengaluru,Karnataka,mobile_android,21,21-24,83271,High,paid_ads,0,step_8_final_submit,8,Final Submit,547
USR003231,2026-05-03T21:30:45,2026-05-03,21,Sunday,Bengaluru,Karnataka,mobile_ios,44,40-44,78610,Upper-Middle,social_media,0,step_1_mobile_entry,1,Mobile Entry,780
USR003232,2026-02-15T05:11:59,2026-02-15,5,Sunday,Mumbai,Maharashtra,desktop,26,25-29,65432,Upper-Middle,social_media,0,step_6_income_details,6,Income Details,1697
USR003233,2026-01-05T03:32:49,2026-01-05,3,Monday,Delhi,Delhi,mobile_ios,37,35-39,51818,Upper-Middle,social_media,0,step_4_pan_upload,4,PAN Upload,420
USR003234,2026-01-24T15:08:48,2026-01-24,15,Saturday,Delhi,Delhi,mobile_android,27,25-29,62734,Upper-Middle,paid_ads,1,completed,9,Completed,516
USR003235,2026-05-10T19:49:06,2026-05-10,19,Sunday,Chennai,Tamil Nadu,mobile_android,33,30-34,46632,Middle,organic_search,1,completed,9,Completed,319
USR003236,2026-06-05T06:21:48,2026-06-05,6,Friday,Delhi,Delhi,mobile_android,28,25-29,59392,Upper-Middle,social_media,0,step_5_aadhaar_verify,5,Aadhaar Verify,1734
USR003237,2026-03-05T03:16:40,2026-03-05,3,Thursday,Mumbai,Maharashtra,mobile_ios,47,45+,73459,Upper-Middle,email,1,completed,9,Completed,511
USR003238,2026-04-09T07:14:51,2026-04-09,7,Thursday,Hyderabad,Telangana,mobile_android,22,21-24,58214,Upper-Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,874
USR003239,2026-03-07T10:45:29,2026-03-07,10,Saturday,Mumbai,Maharashtra,desktop,29,25-29,49451,Middle,organic_search,1,completed,9,Completed,644
USR003240,2026-05-28T09:31:00,2026-05-28,9,Thursday,Delhi,Delhi,mobile_android,37,35-39,78643,Upper-Middle,organic_search,1,completed,9,Completed,869
USR003241,2026-04-23T08:15:49,2026-04-23,8,Thursday,Mumbai,Maharashtra,desktop,25,25-29,61479,Upper-Middle,referral,1,completed,9,Completed,1263
USR003242,2026-01-18T22:48:26,2026-01-18,22,Sunday,Bengaluru,Karnataka,mobile_android,27,25-29,25263,Middle,paid_ads,1,completed,9,Completed,1683
USR003243,2026-06-23T13:14:07,2026-06-23,13,Tuesday,Hyderabad,Telangana,mobile_android,30,30-34,69611,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,841
USR003244,2026-01-24T11:46:16,2026-01-24,11,Saturday,Mumbai,Maharashtra,mobile_android,35,35-39,54876,Upper-Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,661
USR003245,2026-03-31T18:10:18,2026-03-31,18,Tuesday,Chennai,Tamil Nadu,mobile_android,34,30-34,79933,Upper-Middle,paid_ads,0,step_3_personal_details,3,Personal Details,385
USR003246,2026-04-25T23:27:58,2026-04-25,23,Saturday,Bengaluru,Karnataka,desktop,33,30-34,64287,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,1012
USR003247,2026-01-27T11:29:37,2026-01-27,11,Tuesday,Pune,Maharashtra,mobile_android,37,35-39,32946,Middle,organic_search,0,step_4_pan_upload,4,PAN Upload,627
USR003248,2026-03-12T17:51:39,2026-03-12,17,Thursday,Bengaluru,Karnataka,mobile_android,25,25-29,78917,Upper-Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,108
USR003249,2026-04-21T11:47:04,2026-04-21,11,Tuesday,Delhi,Delhi,desktop,29,25-29,37388,Middle,paid_ads,0,step_1_mobile_entry,1,Mobile Entry,1735
USR003250,2026-04-14T08:09:45,2026-04-14,8,Tuesday,Bengaluru,Karnataka,mobile_android,21,21-24,55870,Upper-Middle,social_media,1,completed,9,Completed,1782
USR003251,2026-02-12T10:19:48,2026-02-12,10,Thursday,Mumbai,Maharashtra,desktop,44,40-44,54105,Upper-Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,904
USR003252,2026-05-01T22:27:21,2026-05-01,22,Friday,Mumbai,Maharashtra,mobile_android,21,21-24,54591,Upper-Middle,paid_ads,0,step_7_loan_preferences,7,Loan Preferences,910
USR003253,2026-06-18T20:38:29,2026-06-18,20,Thursday,Delhi,Delhi,mobile_android,44,40-44,69220,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,333
USR003254,2026-05-18T21:41:24,2026-05-18,21,Monday,Delhi,Delhi,mobile_android,35,35-39,83462,High,referral,1,completed,9,Completed,1649
USR003255,2026-04-21T05:00:48,2026-04-21,5,Tuesday,Chennai,Tamil Nadu,mobile_android,37,35-39,77972,Upper-Middle,social_media,0,step_3_personal_details,3,Personal Details,535
USR003256,2026-01-14T17:30:27,2026-01-14,17,Wednesday,Delhi,Delhi,mobile_android,33,30-34,69800,Upper-Middle,social_media,0,step_4_pan_upload,4,PAN Upload,987
USR003257,2026-02-03T08:40:21,2026-02-03,8,Tuesday,Pune,Maharashtra,desktop,34,30-34,57020,Upper-Middle,referral,0,step_1_mobile_entry,1,Mobile Entry,603
USR003258,2026-01-31T06:33:45,2026-01-31,6,Saturday,Ahmedabad,Gujarat,desktop,22,21-24,40941,Middle,organic_search,1,completed,9,Completed,460
USR003259,2026-05-15T05:04:45,2026-05-15,5,Friday,Hyderabad,Telangana,mobile_ios,43,40-44,47983,Middle,paid_ads,1,completed,9,Completed,822
USR003260,2026-04-23T13:30:20,2026-04-23,13,Thursday,Mumbai,Maharashtra,mobile_ios,23,21-24,61710,Upper-Middle,email,0,step_8_final_submit,8,Final Submit,1433
USR003261,2026-02-05T23:28:25,2026-02-05,23,Thursday,Pune,Maharashtra,mobile_android,35,35-39,42792,Middle,organic_search,1,completed,9,Completed,1453
USR003262,2026-02-06T11:35:09,2026-02-06,11,Friday,Mumbai,Maharashtra,desktop,38,35-39,67441,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,1592
USR003263,2026-06-17T13:23:44,2026-06-17,13,Wednesday,Ahmedabad,Gujarat,mobile_android,47,45+,50339,Upper-Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,1357
USR003264,2026-03-06T19:56:26,2026-03-06,19,Friday,Mumbai,Maharashtra,mobile_android,36,35-39,58112,Upper-Middle,social_media,0,step_4_pan_upload,4,PAN Upload,1280
USR003265,2026-02-12T10:32:16,2026-02-12,10,Thursday,Hyderabad,Telangana,mobile_android,22,21-24,25301,Middle,paid_ads,1,completed,9,Completed,946
USR003266,2026-06-13T15:39:11,2026-06-13,15,Saturday,Delhi,Delhi,mobile_ios,44,40-44,36753,Middle,paid_ads,0,step_7_loan_preferences,7,Loan Preferences,1736
USR003267,2026-04-02T10:25:17,2026-04-02,10,Thursday,Chennai,Tamil Nadu,mobile_android,33,30-34,61370,Upper-Middle,paid_ads,1,completed,9,Completed,1758
USR003268,2026-05-05T18:13:56,2026-05-05,18,Tuesday,Kolkata,West Bengal,tablet,32,30-34,41763,Middle,organic_search,0,step_7_loan_preferences,7,Loan Preferences,1130
USR003269,2026-03-13T23:15:54,2026-03-13,23,Friday,Bengaluru,Karnataka,mobile_android,35,35-39,91918,High,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,609
USR003270,2026-02-27T08:43:54,2026-02-27,8,Friday,Mumbai,Maharashtra,desktop,33,30-34,51839,Upper-Middle,social_media,1,completed,9,Completed,1388
USR003271,2026-05-22T12:51:35,2026-05-22,12,Friday,Delhi,Delhi,mobile_android,24,21-24,67784,Upper-Middle,paid_ads,1,completed,9,Completed,906
USR003272,2026-03-06T09:02:41,2026-03-06,9,Friday,Delhi,Delhi,mobile_android,37,35-39,52521,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,1494
USR003273,2026-04-10T01:11:43,2026-04-10,1,Friday,Bengaluru,Karnataka,desktop,37,35-39,51937,Upper-Middle,social_media,1,completed,9,Completed,1780
USR003274,2026-03-13T18:05:31,2026-03-13,18,Friday,Ahmedabad,Gujarat,mobile_android,30,30-34,71666,Upper-Middle,paid_ads,1,completed,9,Completed,417
USR003275,2026-02-05T14:25:09,2026-02-05,14,Thursday,Mumbai,Maharashtra,desktop,52,45+,80052,High,paid_ads,0,step_2_otp_verification,2,OTP Verification,106
USR003276,2026-02-16T04:24:41,2026-02-16,4,Monday,Chennai,Tamil Nadu,mobile_android,41,40-44,68305,Upper-Middle,organic_search,0,step_8_final_submit,8,Final Submit,981
USR003277,2026-01-26T00:14:14,2026-01-26,0,Monday,Pune,Maharashtra,mobile_android,24,21-24,53313,Upper-Middle,organic_search,0,step_3_personal_details,3,Personal Details,1217
USR003278,2026-01-24T00:19:21,2026-01-24,0,Saturday,Delhi,Delhi,desktop,46,45+,74345,Upper-Middle,organic_search,1,completed,9,Completed,674
USR003279,2026-01-31T05:24:04,2026-01-31,5,Saturday,Kolkata,West Bengal,mobile_android,34,30-34,38791,Middle,email,0,step_4_pan_upload,4,PAN Upload,1590
USR003280,2026-02-03T12:44:33,2026-02-03,12,Tuesday,Kolkata,West Bengal,desktop,32,30-34,58338,Upper-Middle,organic_search,1,completed,9,Completed,1456
USR003281,2026-06-29T15:35:15,2026-06-29,15,Monday,Ahmedabad,Gujarat,mobile_android,28,25-29,57958,Upper-Middle,organic_search,1,completed,9,Completed,142
USR003282,2026-04-16T18:48:47,2026-04-16,18,Thursday,Chennai,Tamil Nadu,mobile_android,49,45+,37675,Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,427
USR003283,2026-05-19T20:43:27,2026-05-19,20,Tuesday,Pune,Maharashtra,mobile_android,38,35-39,40672,Middle,social_media,0,step_2_otp_verification,2,OTP Verification,368
USR003284,2026-06-17T10:18:51,2026-06-17,10,Wednesday,Mumbai,Maharashtra,desktop,33,30-34,56746,Upper-Middle,paid_ads,1,completed,9,Completed,1000
